Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Alpha CUHK,100.0,80.0,60.0,60.0,50.0,70.0,24
Sea Bear,40.0,60.0,100.0,75.0,75.0,70.0,22
North District Sports Association 1,50.0,100.0,50.0,100.0,33.33333333333333,66.66666666666666,18
Winter Warriors,60.0,40.0,80.0,75.0,75.0,66.0,23
South China Athletic Association,100.0,40.0,80.0,40.0,40.0,60.0,25
Hong Kong Football Club 12A,16.666666666666664,66.66666666666666,50.0,66.66666666666666,50.0,49.99999999999999,28
ZOMA,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,40.0,41.33333333333333,29
Star River 2,40.0,40.0,25.0,50.0,50.0,41.0,22
Hong Kong Football Club 12B,0.0,42.857142857142854,16.666666666666664,60.0,25.0,28.904761904761905,29
Hong Kong Racketlon Assoication 2,40.0,40.0,50.0,0.0,0.0,26.0,16
CSD Squash Team,75.0,50.0,0.0,0.0,0.0,25.0,11
Latecomers,75.0,0.0,0.0,0.0,0.0,15.0,16
