Team,Played,Won,Lost,Points
Hong Kong Football Club M2A,14,11,3,57
Hong Kong Cricket Club M2,14,8,6,52
Hong Kong Football Club M2B,14,9,5,47
Ladies Recreation Club M2,13,5,8,35
United Services Recreation Club M2,13,1,12,13
