Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 7,16,10,6,57
i-Mask Advance Squash Club 6,15,11,4,55
Smart Squash 2,15,8,7,48
JSA 1,15,8,7,47
Bravo D13,15,6,9,45
HKIS Div 13,15,7,8,40
Vitality Squash 2,15,6,9,39
NEXUS 3,15,7,8,37
Smart Squash 3,15,5,10,34
