Team,Played,Won,Lost,Points
Sha Tin 3,15,13,2,70
i-Mask Advance Squash Club 2,14,12,2,63
Squashathon Zero,14,9,5,54
Physical Chess 3,15,9,6,51
TOMCAT,15,4,11,31
Kinetic 2,15,4,11,31
LONGVIEW,14,0,14,5
