Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 5,16,13,3,66
Electrify Squash Div 11,15,12,3,64
Alpha CUHK,16,13,3,63
The Zero Squash Club D11,16,12,4,61
GMDBB,15,11,4,57
7NT,15,10,5,55
Sea Bear,16,5,11,37
South China Athletic Association,15,4,11,33
ZOMA,16,3,13,29
Invader Squash,15,2,13,23
Tuen Mun Squash Club,15,1,14,22
