Team,Played,Won,Lost,Points
Kowloon Cricket Club 6B,16,15,1,83
Uncles,16,11,5,62
Kowloon Cricket Club 6A,17,11,6,61
Hong Kong Football Club 6A,16,11,5,58
Hong Kong Football Club 6B,17,10,7,57
Hong Kong Football Club 6C,17,10,7,53
Ladies Recreation Club Div 6,17,7,10,45
Electrify Squash Div 6,16,7,9,40
Fusion Squash Club 1,17,7,10,38
Global Squash 1,17,4,13,38
Hong Kong Cricket Club D6,17,4,13,33
X-Alpha 3,17,3,14,26
