Team,Played,Won,Lost,Points
SKCSC M4,17,14,3,79
WAKO,17,12,5,65
Hong Kong Football Club M4A,17,11,6,60
Kowloon Cricket Club M4,17,11,6,60
Hong Kong Football Club M4B,17,10,7,59
United Services Recreation Club M4,17,7,10,56
Hong Kong Cricket Club M4,17,9,8,51
Bolton,17,4,13,31
Hong Kong Club Blue,17,3,14,25
Royal Hong Kong Yacht Club M4,17,4,13,24
