Team,Played,Won,Lost,Points
Physical Chess 2,15,13,2,67
Hong Kong Football Club 7B,15,11,4,64
i-Mask Advance Squash Club 1,16,10,6,57
Hong Kong Football Club 7A,15,10,5,52
Hong Kong Cricket Club D7B,16,7,9,47
UST,15,9,6,45
Thunder 1,16,6,10,40
Hong Kong Cricket Club D7A,14,6,8,39
Social Squash Team,15,6,9,34
Xavier,15,5,10,34
Kinetic 1,16,1,15,21
