Team,Played,Won,Lost,Points
The Squash Club 3,15,14,1,78
Craigengower Cricket Club,15,12,3,62
North District Sports Association 1,16,10,6,60
Arctic Circle,15,10,5,51
X-Alpha 5,15,9,6,50
MM Squash,15,6,9,40
Star River 2,15,3,12,24
Greenfield,15,2,13,22
Squashathon SocGen,15,2,13,20
