Team,Played,Won,Lost,Points
Star River 1,16,14,2,74
Royal Hong Kong Yacht Club Div 12,16,12,4,69
Sha Tin 5,15,11,4,58
Physical Chess 4,15,10,5,58
Winter Warriors,15,10,5,53
Global Squash 2,15,8,7,47
Hong Kong Football Club 12A,16,8,8,45
Hong Kong Football Club 12B,15,6,9,35
SKCSC Div 12,16,4,12,31
CSD Squash Team,16,1,15,21
Latecomers,15,1,14,15
