Team,Played,Won,Lost,Points
Hong Kong Football Club L2B,17,16,1,73
Kowloon Cricket Club L2B,16,14,2,63
Hong Kong Football Club L2A,17,8,9,46
Hong Kong Cricket Club L2,16,6,10,38
Kowloon Cricket Club L2A,17,6,11,31
JESSICA L2 [withdrawal],17,0,17,0
