Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Kowloon Cricket Club 6A,25.0,8.92857142857143,21.42857142857143,35.71428571428571,-21.42857142857143,13.92857142857143
United Services Recreation Club 2,4.166666666666657,40.277777777777786,29.166666666666657,15.277777777777786,-30.555555555555557,11.666666666666671
Social Squash Team,7.142857142857139,32.14285714285714,1.7857142857142847,14.285714285714285,1.7857142857142847,11.428571428571423
Hong Kong Football Club 6C,-40.476190476190474,23.809523809523803,40.47619047619049,-7.142857142857139,38.09523809523809,10.952380952380956
Global Squash 1,8.92857142857143,-33.92857142857143,21.42857142857143,23.214285714285715,32.142857142857146,10.357142857142861
Kowloon Cricket Club 6B,1.7857142857142918,-10.714285714285708,1.7857142857142918,32.142857142857146,3.5714285714285694,5.714285714285722
Hong Kong Cricket Club 4,4.166666666666671,5.555555555555557,6.944444444444443,8.333333333333343,-4.166666666666657,4.166666666666671
Hong Kong Football Club 6B,12.5,-12.5,4.166666666666671,12.5,-2.5,2.8333333333333357
Friend Club 3,13.88888888888889,2.7777777777777786,-8.333333333333329,-8.333333333333329,-26.984126984126988,-5.396825396825395
Hong Kong Football Club 6A,-57.14285714285714,-14.285714285714285,-14.285714285714292,0.0,0.0,-17.142857142857153
