Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
The Squash Club 1,-16.66666666666667,33.33333333333333,66.66666666666666,33.33333333333333,66.66666666666666,36.66666666666666
Physical Chess 1,75.0,0.0,-16.66666666666667,16.666666666666657,100.0,35.0
Uncle,25.0,0.0,50.0,50.0,25.0,30.0
Hong Kong Football Club 5A,44.642857142857146,-10.714285714285708,30.35714285714286,16.07142857142857,40.47619047619049,24.166666666666686
Hong Kong Racketlon Association 1,-5.0,55.0,-30.0,55.0,30.0,21.0
Squashathon,4.761904761904759,9.523809523809518,19.047619047619044,16.666666666666657,33.333333333333336,16.666666666666664
i-Mask Advance Squash Club 1,0.0,-20.0,33.33333333333333,-50.0,100.0,12.666666666666664
X-Alpha 2,0.0,25.0,0.0,25.0,-8.333333333333343,8.333333333333329
Happy Squash 2,-25.0,0.0,0.0,42.857142857142854,10.0,5.571428571428569
Hong Kong Football Club 5B,-5.357142857142861,-62.5,-9.523809523809518,-2.857142857142861,71.42857142857143,-1.7619047619047592
