Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Kowloon Cricket Club 6B,100.0,66.66666666666666,100.0,83.33333333333334,83.33333333333334,86.66666666666667,30
United Services Recreation Club 2,85.71428571428571,85.71428571428571,85.71428571428571,71.42857142857143,57.14285714285714,77.14285714285714,35
Kowloon Cricket Club 6A,100.0,66.66666666666666,83.33333333333334,83.33333333333334,16.666666666666664,70.00000000000001,30
Hong Kong Football Club 6C,20.0,60.0,80.0,60.0,80.0,60.0,25
Hong Kong Cricket Club 4,37.5,50.0,62.5,75.0,62.5,57.5,40
Hong Kong Football Club 6B,60.0,40.0,20.0,80.0,20.0,44.0,25
Global Squash 1,28.57142857142857,42.857142857142854,42.857142857142854,28.57142857142857,71.42857142857143,42.857142857142854,35
Hong Kong Football Club 6A,0.0,40.0,60.0,40.0,60.0,40.0,25
Friend Club 3,28.57142857142857,28.57142857142857,28.57142857142857,28.57142857142857,33.33333333333333,29.52380952380952,34
Social Squash Team,50.0,50.0,0.0,0.0,16.666666666666664,23.333333333333332,30
