Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Electrify Squash Div 13,v,Yuen Long District Sports Association Limited,HK Squash Centre,19:00:00,"5-0(3-2,3-0,3-0,CR,CR)",1,03/10/2025
Hong Kong Football Club 13,v,Fusion Squash Club 3,Hong Kong Football Club,19:00:00,"5-0(3-0,3-0,3-0,3-0,3-0)",1,03/10/2025
Squashathon One,v,TNG 2,Cornwall Street Squash Centre,19:00:00,"4-1(3-0,0-3,CR,CR,CR)",1,03/10/2025
Happy Squash 4,v,Kowloon Cricket Club 13,Wai Tsuen Sports Centre,19:00:00,"3-2(3-1,3-1,1-3,1-3,CR)",1,03/10/2025
Kinetic 4,v,[BYE],,,,1,03/10/2025
TNG 2,v,Happy Squash 4,Cornwall Street Squash Centre,19:00:00,"2-3(0-3,1-3,3-0,1-3,3-0)",2,10/10/2025
Fusion Squash Club 3,v,Squashathon One,HK Squash Centre,19:00:00,"3-2(3-0,0-3,3-1,3-0,1-3)",2,10/10/2025
Electrify Squash Div 13,v,Hong Kong Football Club 13,HK Squash Centre,19:00:00,"3-2(0-3,1-3,CR,CR,CR)",2,10/10/2025
Kinetic 4,v,Yuen Long District Sports Association Limited,Pei Ho Street Sports Centre,19:00:00,"2-3(0-3,0-3,1-3,3-2,3-0)",2,10/10/2025
Kowloon Cricket Club 13,v,[BYE],,,,2,10/10/2025
Hong Kong Football Club 13,v,Kinetic 4,Hong Kong Football Club,19:00:00,"5-0(3-0,3-1,3-0,3-0,CR)",3,17/10/2025
Squashathon One,v,Electrify Squash Div 13,Cornwall Street Squash Centre,19:00:00,"2-3(0-3,0-3,1-3,3-1,3-0)",3,17/10/2025
Happy Squash 4,v,Fusion Squash Club 3,Wai Tsuen Sports Centre,19:00:00,"4-1(3-0,0-3,3-2,3-0,CR)",3,17/10/2025
Kowloon Cricket Club 13,v,TNG 2,Kowloon Cricket Club,19:00:00,"4-1(2-3,3-0,3-1,3-0,3-1)",3,17/10/2025
Yuen Long District Sports Association Limited,v,[BYE],,,,3,17/10/2025
Fusion Squash Club 3,v,Kowloon Cricket Club 13,HK Squash Centre,19:00:00,"2-3(0-3,1-3,3-2,3-2,0-3)",4,24/10/2025
Electrify Squash Div 13,v,Happy Squash 4,HK Squash Centre,19:00:00,"2-3(0-3,1-3,0-3,3-2,3-2)",4,24/10/2025
Kinetic 4,v,Squashathon One,Pei Ho Street Sports Centre,19:00:00,"1-4(3-1,0-3,0-3,0-3,0-3)",4,24/10/2025
Yuen Long District Sports Association Limited,v,Hong Kong Football Club 13,Yuen Long Jockey Club Squash Courts,19:00:00,"4-1(1-3,CR,CR,CR,CR)",4,24/10/2025
TNG 2,v,[BYE],,,,4,24/10/2025
Squashathon One,v,Yuen Long District Sports Association Limited,HK Squash Centre,19:00:00,"4-1(3-2,3-0,3-0,3-0,1-3)",5,31/10/2025
Happy Squash 4,v,Kinetic 4,Yeung Uk Road Sports Centre,19:00:00,"3-2(2-3,3-0,3-1,1-3,CR)",5,31/10/2025
Kowloon Cricket Club 13,v,Electrify Squash Div 13,Kowloon Cricket Club,19:00:00,"3-2(3-2,0-3,1-3,3-0,3-1)",5,31/10/2025
