Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Hong Kong Cricket Club D10,Hong Kong Cricket Club,5.0,1.5,3.5
i-Mask Advance Squash Club 4,Cornwall Street Squash Centre,2.5,0.0,2.5
Bravo D10,Cornwall Street Squash Centre,0.0,0.0,0.0
Squashathon Advance,HK Squash Centre,0.0,0.0,0.0
RELAY 1,Cornwall Street Squash Centre,4.0,4.5,-0.5
Kwai Tsing District Squash Club,Cornwall Street Squash Centre,4.0,5.0,-1.0
Mercury,HK Squash Centre,0.0,1.0,-1.0
Banbil,HK Squash Centre,0.0,2.0,-2.0
United Services Recreation Club 3,United Services Recreation Club,2.0,4.0,-2.0
Sha Tin 4,Cornwall Street Squash Centre,0.0,5.0,-5.0
