Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Twister,Cornwall Street Squash Centre,4.0,0.0,4.0
Centre Squash,HK Squash Centre,3.0,0.0,3.0
Hong Kong Football Club 9,Hong Kong Football Club,4.0,2.3333333333333335,1.6666666666666665
HKPF Squash Team,Cornwall Street Squash Centre,1.0,0.0,1.0
Kinetic 3,HK Squash Centre,2.0,2.0,0.0
Kowloon Cricket Club 9,Kowloon Cricket Club,2.0,2.0,0.0
BOSS,Cornwall Street Squash Centre,1.0,2.0,-1.0
i-Mask Advance Squash Club 3,Cornwall Street Squash Centre,0.0,2.3333333333333335,-2.3333333333333335
The Hong Kong Jockey Club Div 9,HKJC Sha Tin Club House,1.5,4.0,-2.5
The Squash Club 2,Cornwall Street Squash Centre,0.0,5.0,-5.0
