Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Ladies Recreation Club Div 14,Ladies Recreation Club,4.5,1.0,3.5
TKO Junior 1,Cornwall Street Squash Centre,4.0,0.5,3.5
Squash-On,HK Squash Centre,2.6666666666666665,0.0,2.6666666666666665
Fusion Squash Club 4,HK Squash Centre,2.0,0.0,2.0
Royal Hong Kong Yacht Club Div 14,Royal Hong Kong Yacht Club,5.0,3.5,1.5
8 Virtues + 1,Java Road Sports Centre,3.0,2.0,1.0
The Squash Club 4,Pei Ho Street Sports Centre,5.0,4.0,1.0
TNG 3,Cornwall Street Squash Centre,0.0,0.0,0.0
North District Sports Association 2,Cornwall Street Squash Centre,3.0,4.0,-1.0
RELAY 2,Sir Denys Roberts Squash Court,1.0,2.5,-1.5
Physical Chess 5,Cornwall Street Squash Centre,0.0,2.0,-2.0
Hong Kong Football Club 14,Hong Kong Football Club,1.6666666666666667,4.0,-2.333333333333333
