Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club 3A,11,11,0,50,39,16
Young Player 3,11,8,3,47,39,16
Kowloon Cricket Club 3A,12,8,4,45,39,21
Kowloon Cricket Club 3B,11,8,3,41,33,22
Happy Squash 1,11,7,4,40,33,22
TNGX,13,5,8,32,27,38
NEXUS 1,12,2,10,22,20,40
Sha Tin 1,11,2,9,18,16,39
Hong Kong Football Club 3B,12,1,11,15,14,46
