Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
United Services Recreation Club M4,13,10,3,55,45,20
SKCSC,13,10,3,52,42,23
Hong Kong Football Club M4A,13,8,5,49,41,24
Hong Kong Football Club M4B,13,7,6,42,35,30
Royal Hong Kong Yacht Club M4,13,7,6,38,31,34
WAKO,13,6,7,37,31,34
Hong Kong Club Blue,13,3,10,25,22,43
Bolton,13,1,12,14,13,52
