Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
The Hong Kong Jockey Club Div 10,12,11,1,60,49,11
United Services Recreation Club 3,11,8,3,40,32,23
RELAY 1,11,7,4,39,32,23
Banbil,11,6,5,39,33,22
Bravo D10,11,4,7,27,23,32
Sha Tin 4,11,2,9,21,19,36
Craigengower Cricket Club,11,1,10,8,7,48
