Home Team,Away Team,Venue,Match Week,Date
Hong Kong Football Club 7A,Hong Kong Cricket Club D7A,Hong Kong Cricket Club,17,2026-03-11
Hong Kong Cricket Club D7A,Thunder 1,Hong Kong Cricket Club,18,2026-03-18
Social Squash Team,Kinetic 1,HK Squash Centre,18,2026-03-18
UST,Physical Chess 2,Cornwall Street Squash Centre,18,2026-03-18
i-Mask Advance Squash Club 1,Xavier,Cornwall Street Squash Centre,18,2026-03-18
Hong Kong Football Club 7B,Hong Kong Cricket Club D7B,Hong Kong Football Club,18,2026-03-18
Hong Kong Football Club 7B,i-Mask Advance Squash Club 1,Hong Kong Football Club,19,2026-03-25
Xavier,UST,Cornwall Street Squash Centre,19,2026-03-25
Physical Chess 2,Social Squash Team,Cornwall Street Squash Centre,19,2026-03-25
Kinetic 1,Hong Kong Cricket Club D7A,HK Squash Centre,19,2026-03-25
Thunder 1,Hong Kong Football Club 7A,Cornwall Street Squash Centre,19,2026-03-25
Hong Kong Football Club 7A,Kinetic 1,Hong Kong Football Club,20,2026-04-15
Hong Kong Cricket Club D7A,Physical Chess 2,Hong Kong Cricket Club,20,2026-04-15
Social Squash Team,Xavier,HK Squash Centre,20,2026-04-15
UST,Hong Kong Football Club 7B,Cornwall Street Squash Centre,20,2026-04-15
i-Mask Advance Squash Club 1,Hong Kong Cricket Club D7B,Cornwall Street Squash Centre,20,2026-04-15
Hong Kong Cricket Club D7B,UST,Hong Kong Cricket Club,21,2026-04-22
Hong Kong Football Club 7B,Social Squash Team,Hong Kong Football Club,21,2026-04-22
Xavier,Hong Kong Cricket Club D7A,Cornwall Street Squash Centre,21,2026-04-22
Physical Chess 2,Hong Kong Football Club 7A,Cornwall Street Squash Centre,21,2026-04-22
Kinetic 1,Thunder 1,HK Squash Centre,21,2026-04-22
Thunder 1,Physical Chess 2,Cornwall Street Squash Centre,22,2026-04-29
Hong Kong Football Club 7A,Xavier,Hong Kong Football Club,22,2026-04-29
Hong Kong Cricket Club D7A,Hong Kong Football Club 7B,Hong Kong Cricket Club,22,2026-04-29
Social Squash Team,Hong Kong Cricket Club D7B,HK Squash Centre,22,2026-04-29
UST,i-Mask Advance Squash Club 1,Cornwall Street Squash Centre,22,2026-04-29
