Team Name,Home,Average Home Score,Average Away Score,home_away_diff
TKO Junior 1,Cornwall Street Squash Centre,4.0,0.5,3.5
Ladies Recreation Club Div 14,Ladies Recreation Club,3.3333333333333335,1.0,2.3333333333333335
The Squash Club 4,Pei Ho Street Sports Centre,4.666666666666667,2.3333333333333335,2.3333333333333335
TNG 3,Cornwall Street Squash Centre,4.0,1.6666666666666667,2.333333333333333
Squash-On,HK Squash Centre,2.6666666666666665,0.5,2.1666666666666665
Fusion Squash Club 4,HK Squash Centre,1.0,0.0,1.0
Physical Chess 5,Cornwall Street Squash Centre,3.0,2.0,1.0
Royal Hong Kong Yacht Club Div 14,Royal Hong Kong Yacht Club,4.333333333333333,3.5,0.833333333333333
RELAY 2,Sir Denys Roberts Squash Court,2.5,1.75,0.75
8 Virtues + 1,Java Road Sports Centre,3.3333333333333335,2.6666666666666665,0.666666666666667
Hong Kong Football Club 14,Hong Kong Football Club,1.6666666666666667,2.5,-0.8333333333333333
North District Sports Association 2,Cornwall Street Squash Centre,3.0,4.0,-1.0
