Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Ladies Recreation Club Div 6,Ladies Recreation Club,3.25,0.0,3.25
Hong Kong Football Club 6B,Hong Kong Football Club,3.5,2.5,1.0
Hong Kong Football Club 6C,Hong Kong Football Club,2.5,1.5,1.0
Kowloon Cricket Club 6A,Kowloon Cricket Club,3.5,2.5,1.0
Global Squash 1,HK Squash Centre,2.5,2.0,0.5
Electrify Squash Div 6,HK Squash Centre,1.0,1.0,0.0
Hong Kong Football Club 6A,Hong Kong Football Club,3.5,4.0,-0.5
Fusion Squash Club 1,HK Squash Centre,2.0,2.6666666666666665,-0.6666666666666665
Uncles,Cornwall Street Squash Centre,2.0,2.6666666666666665,-0.6666666666666665
Kowloon Cricket Club 6B,Kowloon Cricket Club,4.333333333333333,5.0,-0.666666666666667
Hong Kong Cricket Club D6,Hong Kong Cricket Club,0.0,1.8,-1.8
X-Alpha 3,Cornwall Street Squash Centre,0.0,2.0,-2.0
