Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
ZOMA,v,South China Athletic Association,Cornwall Street Squash Centre,19:00,"1-4(0-3,0-3,1-3,1-3,3-1)",1,02/10/2024
Latecomers,v,Alpha CUHK,HK Squash Centre,19:00,"0-5(0-3,0-3,0-3,0-3,CR)",1,02/10/2024
Winter Warriors,v,Star River 2,HK Squash Centre,19:00,"2-3(3-1,3-0,CR,CR,CR)",1,02/10/2024
Sea Bear,v,North District Sports Association 1,Cornwall Street Squash Centre,19:00,"2-3(1-3,0-3,3-0,1-3,3-1)",1,02/10/2024
Hong Kong Racketlon Assoication 2,v,CSD Squash Team,HK Squash Centre,19:00,"2-3(0-3,0-3,3-0,1-3,WO)",1,02/10/2024
Hong Kong Football Club 12A,v,Hong Kong Football Club 12B,Hong Kong Football Club,19:00,"5-0(3-0,3-1,3-0,3-0,3-0)",1,02/10/2024
South China Athletic Association,v,CSD Squash Team,HK Squash Centre,19:00,"5-0(3-0,3-2,3-1,CR,CR)",2,09/10/2024
North District Sports Association 1,v,Hong Kong Racketlon Assoication 2,Cornwall Street Squash Centre,19:00,"4-1(2-3,3-0,3-1,3-0,3-0)",2,09/10/2024
Star River 2,v,Sea Bear,Cornwall Street Squash Centre,19:00,"3-2(3-1,3-2,0-3,1-3,3-1)",2,09/10/2024
Winter Warriors,v,Hong Kong Football Club 12B,HK Squash Centre,19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",2,09/10/2024
Alpha CUHK,v,Hong Kong Football Club 12A,Cornwall Street Squash Centre,19:00,"4-1(3-0,3-0,2-3,3-1,3-1)",2,09/10/2024
Latecomers,v,ZOMA,HK Squash Centre,19:00,"1-4(3-1,2-3,0-3,0-3,2-3)",2,09/10/2024
Latecomers,v,South China Athletic Association,HK Squash Centre,19:00,"1-4(3-0,0-3,0-3,0-3,CR)",3,16/10/2024
Hong Kong Football Club 12A,v,ZOMA,Hong Kong Football Club,19:00,"3-2(0-3,3-2,3-2,0-3,3-0)",3,16/10/2024
Winter Warriors,v,Alpha CUHK,HK Squash Centre,19:00,"4-1(0-3,3-0,3-0,3-0,3-0)",3,16/10/2024
Sea Bear,v,Hong Kong Football Club 12B,Cornwall Street Squash Centre,19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",3,16/10/2024
Hong Kong Racketlon Assoication 2,v,Star River 2,HK Squash Centre,19:00,"2-3(3-2,1-3,3-0,1-3,0-3)",3,16/10/2024
CSD Squash Team,v,North District Sports Association 1,HK Squash Centre,19:00,"1-4(3-0,1-3,1-3,CR,CR)",3,16/10/2024
South China Athletic Association,v,North District Sports Association 1,HK Squash Centre,19:00,"3-2(3-2,0-3,3-0,0-3,3-1)",4,23/10/2024
Star River 2,v,CSD Squash Team,Cornwall Street Squash Centre,19:00,"3-2(1-3,0-3,CR,CR,CR)",4,23/10/2024
