Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
The Squash Club 3,75.0,75.0,100.0,75.0,75.0,80.0,20
Sha Tin 5,75.0,100.0,50.0,75.0,75.0,75.0,20
BOSS,0.0,66.66666666666666,100.0,100.0,100.0,73.33333333333333,15
Tuen Mun Squash Club,75.0,50.0,100.0,50.0,75.0,70.0,20
HKCC Tuesday Night Rockers,66.66666666666666,44.44444444444444,66.66666666666666,66.66666666666666,55.55555555555556,60.0,45
Global Squash 2,85.71428571428571,57.14285714285714,42.857142857142854,57.14285714285714,28.57142857142857,54.28571428571428,35
Star River 1,0.0,75.0,75.0,25.0,75.0,50.0,20
7NT,50.0,25.0,75.0,50.0,50.0,50.0,20
Kinetic 3,30.0,40.0,80.0,40.0,30.0,44.0,50
Invader Squash,37.5,12.5,50.0,50.0,50.0,40.0,40
i-Mask Advance Squash Club 4,0.0,33.33333333333333,66.66666666666666,0.0,66.66666666666666,33.33333333333333,15
