Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club M2B,52.94117647058824,82.35294117647058,62.5,84.61538461538461,70.60237556561086,63
Hong Kong Football Club M2A,81.25,37.5,71.42857142857143,76.92307692307693,66.77541208791209,59
Hong Kong Cricket Club M2B,31.25,58.82352941176471,64.70588235294117,28.57142857142857,45.83771008403362,64
Ladies Recreation Club M2A,82.35294117647058,35.294117647058826,17.647058823529413,36.36363636363637,42.9144385026738,62
Hong Kong Cricket Club M2A,37.5,47.05882352941176,52.94117647058824,33.33333333333333,42.70833333333333,65
Ladies Recreation Club M2B,12.5,37.5,30.76923076923077,37.5,29.567307692307693,53
