Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
Hong Kong Cricket Club D1,100.0,100.0,0.0,66.66666666666667,6
Kowloon Cricket Club 1B,0.0,100.0,100.0,66.66666666666667,3
Kowloon Cricket Club 1A,50.0,100.0,50.0,66.66666666666667,6
Hong Kong Football Club 1B,75.0,33.33333333333333,66.66666666666666,58.333333333333336,10
Hong Kong Football Club 1A,50.0,50.0,50.0,50.0,6
FWD,50.0,50.0,50.0,50.0,6
