Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Physical Chess 4,100.0,100.0,100.0,66.66666666666666,66.66666666666666,86.66666666666666,15
Winter Warriors,100.0,50.0,100.0,50.0,100.0,80.0,10
Sha Tin 5,100.0,0.0,100.0,100.0,100.0,80.0,5
Global Squash 2,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,100.0,73.33333333333333,15
Royal Hong Kong Yacht Club Div 12,100.0,50.0,50.0,100.0,50.0,70.0,10
Hong Kong Football Club 12B,50.0,50.0,50.0,50.0,100.0,60.0,10
SKCSC Div 12,0.0,66.66666666666666,66.66666666666666,50.0,100.0,56.666666666666664,13
Star River 1,33.33333333333333,66.66666666666666,66.66666666666666,33.33333333333333,66.66666666666666,53.33333333333333,15
Hong Kong Football Club 12A,0.0,66.66666666666666,33.33333333333333,100.0,66.66666666666666,53.33333333333333,15
CSD Squash Team,100.0,0.0,0.0,0.0,0.0,20.0,4
