Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10
X-Alpha 2,18,15.24884976995399,2.7511502300460093,80.11582316463293,100.00000000000001,80.33606721344269,19.443888777755554,0.22004400880176034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Football Club 5A,18,14.729345869173834,3.2706541308261654,76.72434486897379,99.99999999999999,19.66393278655731,77.31546309261851,3.020604120824165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Physical Chess 1,18,13.67253450690138,4.32746549309862,68.71034206841368,100.0,0.0,3.2406481296259253,94.73894778955791,2.020404080816163,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Racketlon Association 1,18,9.873374674934986,8.126625325065014,58.55451090218044,97.37947589517904,0.0,0.0,2.020404080816163,95.35907181436288,2.4004800960192036,0.20004000800160032,0.020004000800160033,0.0,0.0,0.0
Uncle,18,8.350470094018803,9.649529905981197,49.55551110222044,1.8403680736147228,0.0,0.0,0.0,1.8403680736147228,52.55051010202041,25.68513702740548,14.202840568113622,4.640928185637128,1.0802160432086416,0.0
Squashathon,18,7.891578315663133,10.108421684336868,47.57551510302061,0.48009601920384076,0.0,0.0,0.0,0.48009601920384076,23.564712942588518,32.16643328665733,19.46389277855571,15.163032606521304,9.161832366473295,0.0
The Squash Club 1,18,5.897979595919184,12.102020404080816,45.682536507301464,0.060012002400480095,0.0,0.0,0.0,0.060012002400480095,10.802160432086417,15.123024604920984,21.924384876975395,22.944588917783555,29.145829165833163,0.0
Hong Kong Football Club 5B,18,6.277855571114223,11.722144428885777,45.05301060212042,0.0,0.0,0.0,0.0,0.0,4.240848169633927,12.44248849769954,24.9249849969994,25.08501700340068,33.30666133226645,0.0
Happy Squash 2,18,6.722744548909782,11.277255451090218,44.9377875575115,0.24004800960192038,0.0,0.0,0.0,0.24004800960192038,6.44128825765153,14.382876575315063,19.46389277855571,32.16643328665733,27.30546109221844,0.0
i-Mask Advance Squash Club 1,18,1.335267053410682,16.664732946589318,18.090618123624726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
