Team,Most Games,Most Wins,Highest Win Percentage
Electrify Squash Div 15,Chan Tsz Hin Benjamin (6),Chan Tsz Hin Benjamin (6),"Chou Kowk Wai, Chan Tsz Hin Benjamin (100.0%)"
Fusion Squash Club 3, (nan), (nan), (nan%)
RELAY 2,Hui Chi Lok (5),Hui Chi Lok (5),Hui Chi Lok (100.0%)
Serve - Ivors, (nan), (nan), (nan%)
Squash-On,Chan Lut Yin Marcus (6),Chan Lut Yin Marcus (4),Chan Lut Yin Marcus (66.7%)
Squashathon MeGa, (nan), (nan), (nan%)
TNG 3, (nan), (nan), (nan%)
i-Mask Advance Squash Club 6,"Lam Tsz Wang, Chu Nathan Yian Zhe (5)",Lam Tsz Wang (2),Lam Tsz Wang (40.0%)
