Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6
Hong Kong Football Club L1A,10,9.0,1.0,34.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
Kowloon Cricket Club L1A,10,7.0,3.0,26.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
Kowloon Cricket Club L1B,10,6.0,4.0,25.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
Jessica,10,5.0,5.0,20.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
Hong Kong Cricket Club L1,10,3.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Hong Kong Football Club L1B,10,0.0,10.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
