Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7
Hong Kong Football Club L3B,18,14.0,4.0,65.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Football Club L3A,18,13.0,5.0,61.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
JESSICA Smashin' Mochi,18,13.0,5.0,55.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hong Kong Cricket Club Rockettes,18,11.0,7.0,55.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hong Kong Football Club L3C,18,6.0,12.0,39.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Physical Chess Ladies,18,4.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
The Squash Club Ladies,18,2.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
