Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9
Hong Kong Football Club 8A,16,12.0,4.0,63.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kowloon Cricket Club 8,16,12.0,4.0,63.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Cricket Club 3,16,11.0,5.0,59.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
United Services Recreation Club 2,16,9.0,7.0,55.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Global Squash 1,16,7.0,9.0,51.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Physical Chess 2,16,8.0,8.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Sha Tin Squash Rackets Club 2,16,5.0,11.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Hong Kong Cricket Club 4,16,5.0,11.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Hong Kong Football Club 8B,16,3.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
