Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5
Kowloon Cricket Club 2A,16,14.0,2.0,72.0,100.0,100.0,0.0,0.0,0.0,0.0
Hong Kong Football Club 2,16,11.0,5.0,65.0,100.0,0.0,100.0,0.0,0.0,0.0
Kowloon Cricket Club 2B,16,10.0,6.0,52.0,100.0,0.0,0.0,100.0,0.0,0.0
Young Player 2,16,3.0,13.0,27.0,100.0,0.0,0.0,0.0,100.0,0.0
Hong Kong Cricket Club 2,16,2.0,14.0,24.0,0.0,0.0,0.0,0.0,0.0,100.0
