Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9
FC 3,16,16.0,0.0,78.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Football Club 10A,16,13.0,3.0,72.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kowloon Cricket Club 10,16,12.0,4.0,65.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Social Squash Team,16,9.0,7.0,52.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Twister 2,16,7.0,9.0,41.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hong Kong Football Club 10B,16,5.0,11.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
The Best Group,16,5.0,11.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
HKU,16,5.0,11.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
The Hong Kong Jockey Club Div 10,16,0.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
