Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10
Hong Kong Football Club 5A,18,15.369684842421211,2.6303151575787895,78.09004502251125,99.94997498749375,93.6968484242121,5.652826413206603,0.6003001500750376,0.0,0.05002501250625312,0.0,0.0,0.0,0.0,0.0
X-Alpha 2,18,12.759879939969984,5.240120060030015,67.73386693346673,99.09954977488745,5.502751375687844,69.5847923961981,19.909954977488745,4.102051025512756,0.8504252126063032,0.05002501250625312,0.0,0.0,0.0,0.0
Physical Chess 1,18,12.192596298149073,5.807403701850925,62.57478739369685,91.19559779889946,0.750375187593797,19.559779889944974,54.427213606803406,16.45822911455728,5.452726363181591,2.5512756378189096,0.750375187593797,0.05002501250625312,0.0,0.0
Hong Kong Racketlon Association 1,18,9.81790895447724,8.18209104552276,57.19309654827414,57.078539269634824,0.05002501250625312,4.15207603801901,14.957478739369684,37.918959479739875,22.461230615307652,13.256628314157078,5.052526263131566,1.9509754877438719,0.2001000500250125,0.0
Happy Squash 2,18,8.8184092046023,9.1815907953977,54.14057028514257,26.41320660330165,0.0,0.80040020010005,5.152576288144072,20.460230115057527,27.613806903451728,21.810905452726363,13.656828414207103,8.104052026013006,2.4012006003001503,0.0
Uncle,18,8.188094047023512,9.811905952976488,52.83591795897949,17.008504252126063,0.0,0.25012506253126565,3.851925962981491,12.906453226613307,22.911455727863935,27.313656828414207,18.70935467733867,11.255627813906953,2.8014007003501753,0.0
The Squash Club 1,18,6.909954977488745,11.090045022511255,48.93446723361681,4.4022011005502755,0.0,0.0,0.5502751375687844,3.851925962981491,10.55527763881941,16.10805402701351,26.063031515757878,25.512756378189096,17.358679339669834,0.0
Squashathon,18,7.944972486243122,10.05502751375688,47.91045522761381,4.202101050525263,0.0,0.0,0.5002501250625313,3.701850925462731,8.054027013506754,13.656828414207103,24.012006003001503,30.415207603801903,19.609804902451224,0.05002501250625312
Hong Kong Football Club 5B,18,6.225612806403202,11.774387193596798,44.006503251625816,0.6503251625812907,0.0,0.0,0.05002501250625312,0.6003001500750376,2.051025512756378,5.252626313156578,11.755877938969485,22.71135567783892,57.27863931965983,0.3001500750375188
i-Mask Advance Squash Club 1,18,1.7728864432216107,16.227113556778388,25.580290145072535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3501750875437719,99.64982491245622
