Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc,Total Rubbers
Kowloon Cricket Club 2,100.0,100.0,80.0,80.0,90.0,20
Hong Kong Football Club 2B,25.0,50.0,50.0,50.0,43.75,16
Hong Kong Football Club 2A,50.0,50.0,50.0,0.0,37.5,8
Hong Kong Cricket Club 2,40.0,40.0,20.0,40.0,35.0,20
Young Player 2,0.0,0.0,0.0,50.0,12.5,11
