Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
i-Mask Advance Squash Club 5,14,12,2,59,47,23,0,0,0,0
The Zero Squash Club D11,14,11,3,56,45,25,0,0,0,0
Alpha CUHK,14,11,3,54,44,26,0,2,0,0
Electrify Squash Div 11,13,10,3,54,44,21,0,0,0,0
GMDBB,13,10,3,50,40,25,0,0,0,0
7NT,14,9,5,50,41,29,0,1,0,0
South China Athletic Association,13,4,9,31,27,38,0,0,0,0
Sea Bear,14,3,11,27,24,46,1,0,0,0
ZOMA,14,3,11,27,24,46,1,0,0,0
Invader Squash,13,2,11,21,19,46,1,0,0,0
Tuen Mun Squash Club,14,1,13,21,20,50,0,0,0,0
