Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Sha Tin 4,14,14,0,80,66,4,0,6,0,0
RELAY 1,14,11,3,61,50,20,0,1,0,0
Thunder 2,14,9,5,48,39,31,0,1,0,0
Kwai Tsing District Squash Club,14,8,6,48,40,30,0,1,0,0
Hong Kong Cricket Club D10,13,8,5,43,35,30,1,1,0,0
United Services Recreation Club 3,14,7,7,43,36,34,0,0,0,0
Banbil,14,7,7,42,35,35,8,0,0,0
Mercury,13,4,9,27,23,42,0,0,0,0
Squashathon Advance,13,4,9,23,19,46,1,0,0,0
i-Mask Advance Squash Club 4,14,2,12,22,20,50,1,0,0,0
Bravo D10,13,1,12,12,12,53,1,2,0,0
