Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club M1A,12,10,2,35,25,11,0,1,0,0
Hong Kong Football Club M1B,12,9,3,35,26,10,0,2,0,0
Hong Kong Cricket Club M1A,12,5,7,24,19,17,1,1,0,0
Hong Kong Cricket Club M1B,12,4,8,17,13,23,6,1,0,0
Squashathon M+,12,2,10,9,7,29,0,2,0,0
