Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Thunder 2,Cornwall Street Squash Centre,4.0,0.0,4.0
Hong Kong Cricket Club D10,Hong Kong Cricket Club,4.5,1.5,3.0
i-Mask Advance Squash Club 4,Cornwall Street Squash Centre,2.5,1.0,1.5
Bravo D10,Cornwall Street Squash Centre,0.0,0.0,0.0
Squashathon Advance,HK Squash Centre,0.0,0.0,0.0
RELAY 1,Cornwall Street Squash Centre,4.0,4.5,-0.5
Kwai Tsing District Squash Club,Cornwall Street Squash Centre,4.0,5.0,-1.0
Mercury,HK Squash Centre,0.0,1.0,-1.0
Banbil,HK Squash Centre,0.0,2.0,-2.0
United Services Recreation Club 3,United Services Recreation Club,1.3333333333333333,4.0,-2.666666666666667
Sha Tin 4,Cornwall Street Squash Centre,0.0,5.0,-5.0
