Team Name,Home,Average Home Score,Average Away Score,home_away_diff
TNGX,Cornwall Street Squash Centre,4.0,0.0,4.0
The Squash Club 1,Cornwall Street Squash Centre,4.0,1.0,3.0
X-Alpha 2,Cornwall Street Squash Centre,3.0,0.0,3.0
Hong Kong Cricket Club D4A,Hong Kong Cricket Club,1.5,0.5,1.0
Hong Kong Football Club 4B,Hong Kong Football Club,2.0,1.0,1.0
Hong Kong Cricket Club D4B,Hong Kong Cricket Club,1.0,0.5,0.5
Hong Kong Football Club 4A,Hong Kong Football Club,4.0,3.5,0.5
Kowloon Cricket Club 4,Kowloon Cricket Club,4.0,4.0,0.0
Sha Tin 1,Cornwall Street Squash Centre,1.0,3.0,-2.0
YLJR,Cornwall Street Squash Centre,0.0,3.0,-3.0
