Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Ladies Recreation Club Div 6,Ladies Recreation Club,3.25,0.0,3.25
Kowloon Cricket Club 6A,Kowloon Cricket Club,3.5,2.5,1.0
Hong Kong Football Club 6B,Hong Kong Football Club,3.0,2.5,0.5
Hong Kong Football Club 6C,Hong Kong Football Club,2.5,2.0,0.5
Global Squash 1,HK Squash Centre,2.3333333333333335,2.0,0.3333333333333335
Electrify Squash Div 6,HK Squash Centre,1.0,1.0,0.0
Kowloon Cricket Club 6B,Kowloon Cricket Club,5.0,5.0,0.0
Hong Kong Football Club 6A,Hong Kong Football Club,3.0,4.0,-1.0
Uncles,Cornwall Street Squash Centre,2.0,3.0,-1.0
Fusion Squash Club 1,HK Squash Centre,1.0,2.6666666666666665,-1.6666666666666665
Hong Kong Cricket Club D6,Hong Kong Cricket Club,0.0,2.0,-2.0
X-Alpha 3,Cornwall Street Squash Centre,0.0,2.0,-2.0
