Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Hong Kong Cricket Club D7B,28.57142857142857,57.14285714285714,46.42857142857143,-7.142857142857146,33.33333333333334,31.66666666666667
Physical Chess 2,50.0,25.0,25.0,-8.333333333333343,-25.0,13.333333333333329
Thunder 1,25.0,0.0,25.0,-50.0,50.0,10.0
i-Mask Advance Squash Club 1,0.0,-25.0,50.0,-25.0,25.0,5.0
Hong Kong Football Club 7A,46.66666666666667,6.666666666666671,13.333333333333343,-26.666666666666657,-40.0,0.0
Kinetic 1,-50.0,40.0,-16.666666666666664,-50.0,75.0,-0.33333333333333215
Xavier,-50.0,41.66666666666667,16.66666666666667,-16.666666666666657,0.0,-1.6666666666666572
UST,33.33333333333334,-20.0,-26.666666666666657,-8.333333333333329,0.0,-4.333333333333329
Social Squash Team,13.333333333333329,-20.0,-23.333333333333336,10.0,-20.0,-8.0
Hong Kong Cricket Club D7A,-15.0,-25.0,0.0,10.0,-25.0,-11.0
Hong Kong Football Club 7B,-16.666666666666657,-8.333333333333343,-50.0,-25.0,35.0,-13.0
