Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
NEXUS 3,-25.0,-16.66666666666667,50.0,100.0,100.0,41.66666666666666
i-Mask Advance Squash Club 6,30.0,25.0,0.0,50.0,25.0,26.0
Smart Squash 2,50.0,-50.0,-33.33333333333334,50.0,100.0,23.33333333333333
i-Mask Advance Squash Club 7,16.66666666666667,-41.66666666666666,0.0,-16.66666666666667,100.0,11.666666666666664
Bravo D13,33.33333333333334,-33.33333333333333,-66.66666666666666,100.0,0.0,6.666666666666671
Smart Squash 3,33.33333333333333,0.0,-50.0,0.0,-100.0,-23.333333333333336
JSA 1,16.666666666666657,-100.0,0.0,-100.0,0.0,-36.66666666666667
HKIS Div 13,-20.0,-66.66666666666666,-50.0,-50.0,0.0,-37.33333333333333
Vitality Squash 2,-41.66666666666667,-33.33333333333333,-50.0,-100.0,0.0,-45.0
