Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Hong Kong Cricket Club D10,33.33333333333334,50.000000000000014,50.000000000000014,50.0,40.0,44.66666666666667
Mercury,25.0,55.0,30.0,50.0,55.0,43.0
Thunder 2,100.0,-33.33333333333333,-16.666666666666657,66.66666666666667,50.0,33.333333333333336
i-Mask Advance Squash Club 4,0.0,33.33333333333333,33.33333333333333,33.33333333333333,16.666666666666657,23.333333333333325
Bravo D10,50.0,0.0,25.0,25.0,0.0,20.0
Sha Tin 4,0.0,0.0,0.0,0.0,0.0,0.0
Banbil,20.0,0.0,-40.0,-20.0,-41.66666666666666,-16.33333333333333
RELAY 1,0.0,0.0,-25.0,-25.0,-33.33333333333333,-16.66666666666667
Kwai Tsing District Squash Club,0.0,0.0,-66.66666666666666,-33.33333333333334,0.0,-20.0
United Services Recreation Club 3,-38.0952380952381,-23.80952380952381,-52.38095238095238,-7.142857142857139,21.42857142857143,-20.0
Squashathon Advance,20.0,-35.0,-50.0,-5.0,-75.0,-29.0
