Team,Played,Won,Lost,Points
Tuen Mun Squash Club 2,20,18,2,105
Kwai Tsing District Squash Club 1,20,18,2,100
BRAVO,20,17,3,94
Kinetic 5,20,14,6,81
i-MASK Advance Squash Club 11,20,10,10,69
Police 2,19,7,12,39
Mark Six,20,6,14,37
ROVERS,19,5,14,36
Friend Club 8,17,6,11,32
DS,18,4,14,25
Craigengower Cricket Club,17,0,17,-7
