Team,Played,Won,Lost,Points
Perrier Sergio Tacchini KCC 1,16,13,3,44
Food Angel,16,10,6,39
Young Player 1,16,7,9,30
Hong Kong Football Club 1,16,6,10,23
Young Player 2,16,4,12,21
