Team,Played,Won,Lost,Points
Head Shatin 4,22,22,0,116
Perrier Sergio Tacchini KCC 7,22,19,3,104
Hong Kong Cricket Club 6,22,13,9,78
HKU 2,22,15,7,76
i-MASK Advance Squash Club 7,22,13,9,67
Studio Pro,22,11,11,60
Hong Kong Football Club 11,22,10,12,59
Flash,22,8,14,54
Banbil,22,8,14,48
Kinetic 3,22,7,15,48
Star River 2,22,3,19,39
Los Galacticos,22,3,19,6
