Team,Played,Won,Lost,Points
The Squash Club 1,18,14,4,81
Kinetic 2,18,15,3,80
United Services Recreation Club 3,18,15,3,74
Fung King 2,18,10,8,58
i-Mask Advance Squash Club 4,18,10,8,55
Yuen Long Jr 1,18,9,9,45
Tomcat,18,5,13,35
Neptune,18,5,13,34
Friend Club 3,18,4,14,24
That's 4,18,3,15,18
