Team,Played,Won,Lost,Points
South China Athletic Association,18,16,2,82
Star River 5,18,15,3,82
MASS,18,13,5,72
Global 2,18,11,7,63
Hong Kong Football Club 16,18,9,9,57
ALPHA CUHK 2,18,9,9,53
NOVICE,18,6,12,34
Perrier Mix,17,6,11,32
Airporterz,17,4,13,19
Latecomers,18,0,18,6
