Team,Played,Won,Lost,Points
Hong Kong Cricket Club L2,15,13,2,59
Giant 2,15,13,2,58
Hong Kong Football Club L2B,15,7,8,31
Hong Kong Football Club L2A,15,5,10,26
Perrier Serigo Tacchini KCC L2,15,5,10,24
Hong Kong Football Club L2C,15,2,13,16
[Withdraw] Hong Kong Cricket Club L2B,0,0,0,0
