Team,Played,Won,Lost,Points
Head Shatin 3,18,16,2,85
The Hong Kong Jockey Club,18,15,3,79
The Zero Squash Club 2,18,13,5,73
Hong Kong Football Club 10B,18,10,8,58
Xavier,18,11,7,54
Hong Kong Football Club 10A,18,7,11,45
Royal Hong Kong Yacht Club 10,18,6,12,38
Friend Club 5,18,6,12,36
Tuen Mun Squash Club 1,18,5,13,35
ISRC United 2,18,1,17,22
