Team,Played,Won,Lost,Points
i-MASK Advance Squash Club 6,20,20,0,105
Hong Kong Football Club 9,20,16,4,98
Star River 1,20,10,10,54
ALPHA CUHK 1,20,7,13,40
Revolution,20,4,16,31
Twister 1,20,3,17,30
