Team,Played,Won,Lost,Points
Dragonfly,18,16,2,92
Kinetic 7,18,15,3,86
i-Mask Advance Squash Club 14,18,16,2,83
The Zero Squash Club 4,18,12,6,66
Fung King 4,17,8,8,44
Citra Squash Team,18,6,11,32
Dr. Squash 3,18,6,12,32
Vitality Squash 2,16,2,14,19
CPS,18,4,14,17
Friend Club 9,17,2,15,17
