Team,Played,Won,Lost,Points
Kwai Tsing District Squash Club 2,18,16,2,84
Kinetic 6,18,11,7,63
Progressive Squash Club,18,11,7,60
Hong Kong Fire Service 2,18,10,8,56
Head Shatin 5,18,8,10,50
Mad Hatters,17,5,12,33
7NT,17,1,16,13
