Team,Played,Won,Lost,Points
Perrier Sergio Tacchini KCC 3,18,16,2,88
That's 1,18,15,3,82
i-MASK Advance Squash Club 1,18,14,4,73
United Services Recreation Club 2,18,10,8,60
Hong Kong Football Club 4,18,10,8,53
Hong Kong Cricket Club 2,18,9,9,53
Giant 1,18,8,10,47
i-MASK Advance Squash Club 2,18,3,15,27
Head Shatin 1,18,5,13,23
Hong Kong Fire Services 1,18,0,18,5
