Team,Played,Won,Lost,Points
Perrier Sergio Tacchini KCC 2A,16,12,4,66
Hong Kong Football Club 2A,16,10,6,54
Young Player 4,16,8,8,52
Hong Kong Football Club 2B,16,8,8,42
Perrier Sergio Tacchini KCC 2B,16,2,14,20
