Team,Played,Won,Lost,Points
Hong Kong Cricket Club 1,18,13,5,68
Hong Kong Football Club 3B,18,12,6,67
Young Player 5,18,12,6,67
Hong Kong Football Club 3A,18,11,7,65
Spirit 1,18,8,10,48
USRC-FWD 1,18,4,14,34
Friend Club 1,18,3,15,22
