Team,Played,Won,Lost,Points
Twister 2,21,19,2,103
Real Neo-Active Club,21,17,4,89
Mercury,21,13,8,68
Relay 1,21,12,9,67
Star River 3,21,11,10,64
KYS 1,21,5,16,45
Friend Club 7,18,1,17,23
i-MASK Advance Squash Club 9,18,3,15,-1
