Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 15,22,20,2,107
Hong Kong Cricket Club Junior 2,22,19,3,101
Kwai Tsing District Squash Club 4,22,15,7,86
Yuen Long Jr 3,22,11,11,70
Royal,22,13,9,68
Sprouts,22,12,10,68
SKYERS,22,12,10,60
JAMS,22,9,13,55
ALL ABOUT SQUASH,22,8,14,44
Spirit 5,22,6,16,25
Firebird,22,5,17,17
Vocano,22,2,20,9
