Team,Played,Won,Lost,Points
i-MASK Advance Squash Club 3,16,14,2,79
Fung King 1,16,14,2,74
Hong Kong Football Club 5,16,10,6,56
Sovereign Group LRC Div 5,16,10,6,56
That's 2,16,9,7,55
Head Shatin 2,16,7,9,41
HKU 1,16,4,12,29
Kinetic 1,16,2,14,19
Friend Club 2,16,2,14,0
