Team,Played,Won,Lost,Points
Yuen Long JR 2,18,16,2,83
i-Mask Advance Squash Club 13,18,13,5,72
Giant 4,18,13,5,71
Kwai Tsing District Squah Club 3,18,13,5,69
Spirit 4,18,8,10,56
Fung King 3,18,10,8,53
Head Shatin 6,18,8,10,47
Dr. Squash 2,18,6,12,37
Relay 2,18,2,16,29
CSD,18,1,17,10
